"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","gbifID","collectionCode","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","individualCount","lifeStage","samplingProtocol","vernacularName","habitat","locality","identificationVerificationStatus","eventType","dynamicProperties","vitality","projectId","occurrenceRemarks","identifiedByIDs.type","identifiedByIDs.value","networkKeys","sex","establishmentMeans","gadm","higherGeography","georeferencedBy","institutionKey","collectionKey","otherCatalogNumbers","preparations","georeferencedDate","nomenclaturalCode","institutionID","fieldNumber","language","type","locationAccordingTo","organismID","previousIdentifications","identificationQualifier","accessRights","higherClassification","collectionID","programmeAcronym","eventRemarks","organismQuantity","organismQuantityType","associatedOccurrences","county","identificationRemarks","recordNumber","georeferenceProtocol","footprintWKT","georeferenceSources","acceptedNameUsage","organismName","disposition","materialSampleID","elevation","bibliographicCitation","georeferenceVerificationStatus","namePublishedInYear","ID_p","X","Y"
2619883625,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T16:29:24.549+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:45",28,"AFRICA","Orientale",2020,4,7,"2020-04-07T07:20",98,98,"2022-12-06T06:45:52.000+00:00","2025-02-16T16:29:24.549+00:00","https://www.inaturalist.org/observations/41765906","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"41765906","none","none",FALSE,"iNaturalist research-grade observations","congonaturalist","congonaturalist","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","congonaturalist","41765906","congonaturalist","2020/04/07 7:20 AM SAST",2619883625,"Observations","Nagero, Democratic Republic of the Congo","https://www.inaturalist.org/observations/41765906","1430997","41765906","iNaturalist","07:20:00+02:00","wild",318603552,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2772916.13689744,494470.313612527
3325605542,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T13:16:02.673+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:44:51",1953,"AFRICA","Labé",2020,4,28,"2020-04-28T09:11",119,119,"2025-01-05T21:00:40.000+00:00","2025-02-16T13:16:02.673+00:00","https://www.inaturalist.org/observations/86160238","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"86160238","none","none",FALSE,"iNaturalist research-grade observations","smabeare","smabeare","WGS84","Mammalia","GN","none","none","AFRICA","Guinea","NORTH_AMERICA","smabeare","86160238","smabeare","2020/04/28 9:11 AM CDT",3325605542,"Observations","Tougué Prefecture, Guinea","https://www.inaturalist.org/observations/86160238","1430997","86160238","iNaturalist","09:11:00-05:00","wild",318604196,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild Chimpanzee Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-1054373.88678244,1533964.68500367
2823235014,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:47:02.569+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:46",NA,"AFRICA","Orientale",2020,7,8,"2020-07-08T18:10",190,190,"2022-12-06T06:45:52.000+00:00","2025-02-16T12:47:02.569+00:00","https://www.inaturalist.org/observations/53600664","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"53600664","none","none",FALSE,"iNaturalist research-grade observations","congonaturalist","congonaturalist","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","congonaturalist","53600664","congonaturalist","2020/07/08 6:10 PM SAST",2823235014,"Observations","Nagero, Democratic Republic of the Congo","https://www.inaturalist.org/observations/53600664","1430997","53600664","iNaturalist","18:10:00+02:00","wild",318603555,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/camera-traps-trail-cams","Seen in the exact same location again on 19 July 2020.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2773070.7299161,494481.108961065
2856729048,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:49:46.636+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:49",57,"AFRICA","Orientale",2020,8,23,"2020-08-23T15:41:36",236,236,"2022-12-06T06:45:53.000+00:00","2025-02-16T12:49:46.636+00:00","https://www.inaturalist.org/observations/57433571","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"57433571","none","none",FALSE,"iNaturalist research-grade observations","congonaturalist","congonaturalist","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","congonaturalist","57433571","congonaturalist","Sun Aug 23 2020 15:41:36 GMT+0200 (GMT+2)",2856729048,"Observations","Orientale, CD","https://www.inaturalist.org/observations/57433571","1430997","57433571","iNaturalist","15:41:36+02:00","wild",318603570,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,2773095.65630146,495278.778209306
4980391458,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:50:45.546+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:50",1906,"AFRICA","Orientale",2020,9,6,"2020-09-06T16:26:24",250,250,"2024-11-14T00:24:35.000+00:00","2025-02-16T12:50:45.546+00:00","https://www.inaturalist.org/observations/58820608","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"58820608","none","none",FALSE,"iNaturalist research-grade observations","congonaturalist","congonaturalist","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","congonaturalist","58820608","congonaturalist","Sun Sep 06 2020 16:26:24 GMT+0200 (GMT+2)",4980391458,"Observations","Haut-Uele, CD-HC, CD","https://www.inaturalist.org/observations/58820608","1430997","58820608","iNaturalist","16:26:24+02:00","wild",318603575,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Running across the road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2772794.7829749,494411.729088488
2901836341,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:53:47.108+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:51",65,"AFRICA","Orientale",2020,10,22,"2020-10-22T09:01:53",296,296,"2022-12-06T06:45:53.000+00:00","2025-02-16T12:53:47.108+00:00","https://www.inaturalist.org/observations/63244745","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"63244745","none","none",FALSE,"iNaturalist research-grade observations","congonaturalist","congonaturalist","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","congonaturalist","63244745","congonaturalist","Thu Oct 22 2020 11:01:53 GMT+0200 (GMT+2)",2901836341,"Observations","Haut-Uele, CD-HC, CD","https://www.inaturalist.org/observations/63244745","1430997","63244745","iNaturalist","09:01:53+02:00","wild",318603580,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2773075.37111947,494467.285648804
2834729570,"Cephalophus rufilatus Gray, 1846","","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2025-02-18T19:47:47.892+00:00","2025-02-19T14:04:53.966+00:00",125,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC",NA,10,"AFRICA","Haut-Uele",2019,1,12,"2019-01-12",12,12,"2019-10-15T17:06:00.000+00:00","2025-02-19T14:04:53.966+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"180657434","none","none",TRUE,NA,"User 40842",NA,"WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","EUROPE","Stichting Observation International","180657434",NA,NA,2834729570,NA,NA,"https://observation.org/observation/180657434",NA,NA,NA,"08:11",NA,NA,"Cephalophus rufilatus Gray, 1846",1,"Unknown",NA,"Red-flanked Duiker","unknown","Nagero - Park management and tourist lodges","Approved | Automated","Observation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,2772383.61838232,494455.963697064
1990479516,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:20:04.773+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:23",1432,"AFRICA","Orientale",2019,1,12,"2019-01-12T09:11",12,12,"2022-12-06T06:45:48.000+00:00","2025-02-16T12:20:04.773+00:00","https://www.inaturalist.org/observations/19587091","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"19587091","none","none",TRUE,"iNaturalist research-grade observations","Mathias D'haen","Mathias D'haen","WGS84","Mammalia","CD","none","none","AFRICA","Congo, Democratic Republic of the","NORTH_AMERICA","Mathias D'haen","19587091","mathiasdhaen","2019/01/12 9:11 AM CAT",1990479516,"Observations","Nagero, Democratic Republic of the Congo","https://www.inaturalist.org/observations/19587091","1430997","19587091","iNaturalist","09:11:00+01:00","wild",318603462,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biodiversity-of-the-garamba-complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,2772383.61838232,494455.963697064
2251899967,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:24:16.618+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:26",210,"AFRICA","Atakora",2019,3,26,"2019-03-26T10:03",85,85,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:24:16.618+00:00","https://www.inaturalist.org/observations/25800432","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"25800432","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Jakob Fahr","WGS84","Mammalia","BJ","none",NA,"AFRICA","Benin","NORTH_AMERICA","ONG OeBenin","25800432","oebenin","2019/03/26 10:03 AM CET",2251899967,"Observations","BP 32, Tanguiéta, Benin","https://www.inaturalist.org/observations/25800432","1430997","25800432","iNaturalist","10:03:00+01:00","wild",318603475,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biota-of-the-wap-complex",NA,"ORCID","https://orcid.org/0000-0002-9174-1204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,149106.221001474,1476996.99644477
2574161155,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:35:35.730+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:43",7813,"AFRICA","Alibori",2019,3,12,"2019-03-12T12:52",71,71,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:35:35.730+00:00","https://www.inaturalist.org/observations/38670748","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"38670748","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Michal Sloviak","WGS84","Mammalia","BJ","none","none","AFRICA","Benin","NORTH_AMERICA","ONG OeBenin","38670748","oebenin","2019/03/12 12:52 PM CET",2574161155,"Observations","Karimama, Benin","https://www.inaturalist.org/observations/38670748","1430997","38670748","iNaturalist","12:52:00+01:00","wild",318603546,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biota-of-the-wap-complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,225106.208122584,1567918.71417962
3008570754,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:56:58.807+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:43:30",7813,"AFRICA","Atakora",2019,3,26,"2019-03-26T10:03",85,85,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:56:58.807+00:00","https://www.inaturalist.org/observations/66815787","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"66815787","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Michal Sloviak","WGS84","Mammalia","BJ","none","none","AFRICA","Benin","NORTH_AMERICA","ONG OeBenin","66815787","oebenin","2019/03/26 10:03 AM CET",3008570754,"Observations","Tanguiéta, Bénin","https://www.inaturalist.org/observations/66815787","1430997","66815787","iNaturalist","10:03:00+01:00","wild",318603791,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biota-of-the-wap-complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,172007.540335488,1502361.5389666
2429566997,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:32:04.508+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:35",7813,"AFRICA","Alibori",2019,4,27,"2019-04-27T17:53",117,117,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:32:04.508+00:00","https://www.inaturalist.org/observations/34293127","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"34293127","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Michal Sloviak","WGS84","Mammalia","BJ","none","none","AFRICA","Benin","NORTH_AMERICA","ONG OeBenin","34293127","oebenin","2019/04/27 5:53 PM CET",2429566997,"Observations","Karimama, Benin","https://www.inaturalist.org/observations/34293127","1430997","34293127","iNaturalist","17:53:00+01:00","wild",318603508,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/camera-traps-trail-cams|https://www.inaturalist.org/projects/biota-of-the-wap-complex","Wildcamera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,227743.323953962,1586418.93772323
2429569518,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:32:03.588+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:35",977,"AFRICA","Tillabéry",2019,5,8,"2019-05-08T11:46",128,128,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:32:03.588+00:00","https://www.inaturalist.org/observations/34293508","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"34293508","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Michal Sloviak","WGS84","Mammalia","NE","none","none","AFRICA","Niger","NORTH_AMERICA","ONG OeBenin","34293508","oebenin","2019/05/08 11:46 AM CET",2429569518,"Observations","Tillabéri, Niger","https://www.inaturalist.org/observations/34293508","1430997","34293508","iNaturalist","11:46:00+01:00","wild",318603510,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biota-of-the-wap-complex","Wildkamera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,226476.520118209,1582555.64718492
2429569841,"Cephalophus rufilatus Gray, 1846","cdc,cdround,txmatfuz","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2025-02-16T04:52:36.717+00:00","2025-02-16T12:32:03.865+00:00",518,"HUMAN_OBSERVATION","PRESENT",2441161,1,44,359,731,9614,2441152,2441161,2441161,"Cephalophus rufilatus Gray, 1846","Animalia","Chordata","Artiodactyla","Bovidae","Cephalophus","Cephalophus rufilatus","Cephalophus","rufilatus","SPECIES","ACCEPTED","LC","2022-12-06T06:42:36",977,"AFRICA","Alibori",2019,5,12,"2019-05-12T08:34",132,132,"2024-08-18T10:35:40.000+00:00","2025-02-16T12:32:03.865+00:00","https://www.inaturalist.org/observations/34293953","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"34293953","none","none",FALSE,"iNaturalist research-grade observations","ONG OeBenin","Michal Sloviak","WGS84","Mammalia","BJ","none","none","AFRICA","Benin","NORTH_AMERICA","ONG OeBenin","34293953","oebenin","2019/05/12 8:34 AM CET",2429569841,"Observations","Karimama, Benin","https://www.inaturalist.org/observations/34293953","1430997","34293953","iNaturalist","08:34:00+01:00","wild",318603512,"Cephalophus rufilatus Gray, 1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/biota-of-the-wap-complex","Wildkamera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,224916.890700027,1566829.83075749
